SEEG TBAL3,SEEG TBAL4,SEEG TBAR1,SEEG TBAR2,SEEG TBAR3,SEEG TBAR4,SEEG TBPL1,SEEG TBPL2,SEEG TBPL3,SEEG TBPL4,SEEG TBPR1,SEEG TBPR2,SEEG TBPR3,SEEG TBPR4,SEEG TL01,SEEG TL02,SEEG TL03,SEEG TL04,SEEG TL05,SEEG TL06,SEEG TL07,SEEG TL08,SEEG TL09,SEEG TL10,SEEG TLL01,SEEG TLL02,SEEG TLL03,SEEG TLL04,SEEG TLR01,SEEG TLR02,SEEG TLR03,SEEG TLR04,SEEG TR01,SEEG TR02,SEEG TR03,SEEG TR04,SEEG TR05,SEEG TR06,SEEG TR07,SEEG TR08,SEEG TR09,SEEG TR10
-84.697380223075,-70.34451199237861,6.271848021638259,41.45543060108811,-36.12358156802413,-42.88278983578531,12.254166867504452,-15.214748612716624,-95.29956924427488,-137.42314596608534,-8.596773507470017,53.693805547913854,-26.3734543354606,-99.48477073138125,-12.433399202787973,-113.14418486878692,-101.98739869042129,-93.96687310994132,-12.62843850387419,15.21315253758762,131.5780433021712,77.619965745231,21.72325358749543,2.729574381876864,8.391981761760908,0.5455195062506872,2.718335889316025,-26.31019868585781,-23.93421172095922,-50.99974474338674,-12.860815247827611,-67.05979644694936,-95.65106121428096,-59.92791779461966,-9.194679412203737,38.50871281644663,-225.3333780071908,-315.836433314142,-124.01471138563178,-28.88868281452385,-59.126065350639294,-86.7652496372616
-78.89793459656511,-43.966419672617626,10.803121785087328,50.23155430394947,-23.246532526583405,-17.637990363973962,10.804827827731234,-11.248247550418618,-98.18095018878708,-101.87963313813113,-6.01561727921312,41.61151472080185,-13.2092716600424,-82.34105541214042,-5.152483553163605,-109.99812296112164,-94.6763833752608,-80.49431119352342,-7.490051604298511,17.858315435205636,129.17735819383662,68.08536124459383,10.373041947513126,-11.46072670195739,20.89380050622897,12.215134084888422,13.801890706021316,-15.17491092849682,12.212350935896795,-25.81948284201769,-6.316780720542869,-85.7454930709474,-79.00695370379155,-42.72419077676107,15.386727099372669,57.85811572155227,-206.17408902353364,-301.8478638803018,-110.41809816093485,-24.11743759461024,-56.40902327334445,-82.30318971719738
-64.67633018598346,-11.860024078247724,14.49885373270899,57.86084858771993,-8.859501993862988,6.725884968364235,8.315818208644787,-12.20860679795106,-92.33016907392089,-58.03466663106556,-1.5234875556441632,25.91706903515076,7.157703552004634,-47.22920676882854,2.149879353230716,-106.57910093435576,-87.66603341076456,-72.1650081438057,-2.244139304477755,24.94337122631278,133.02980612645587,61.468018795989366,1.458240653279775,-22.4176480412389,37.86284923424639,28.216171848739226,27.62243643527829,2.6290040375225923,43.30236363197838,-8.797286478463375,-6.431918462802954,-108.9084848710276,-53.28448603016965,-23.648206321141704,39.101113689382935,77.99622574736846,-183.65634447054703,-284.2471471923017,-92.58514709200048,-19.060440643559936,-51.03393050851313,-74.6860793340673
-43.496493023246096,21.005287096155996,21.430978608420773,70.18411997872025,9.613825742167569,27.33251499255475,6.055622345188476,-18.629403255758955,-81.93048804885036,-17.52546532964128,4.597925227683589,16.332273431600356,30.92789227505736,-7.1355671136965375,10.347412393991466,-101.15282370925044,-82.9495829452824,-68.90371618778941,3.6156329564316,34.83326762075933,145.38622610025357,58.77541966619024,-3.753345666779418,-28.98468288610593,58.56918134304472,49.86317621765928,44.37819522406607,22.800739317507624,65.22560044913698,4.5567093135703285,-2.027580586141169,-112.82577843740964,-24.20726353078443,-7.393680550075311,58.83614563648917,97.87884851500291,-158.27397982521683,-262.5171113567621,-68.9033948271611,-11.471337378313018,-42.25494360023414,-63.80129810624928
-16.114521293864115,50.14312581483929,30.685300919442746,85.13702944646815,28.81433346014533,40.11739336105396,3.5227158758567736,-27.09680790943992,-69.7159045888885,19.751788837461348,10.94186812900865,21.441818459536893,53.8232277470857,24.37128184154437,19.56007589313084,-93.10019738824109,-79.55989612911998,-66.4512435790407,9.455510143859676,43.82165417120253,160.87954694556495,57.9391667499464,-7.878226973412353,-35.286944405607386,81.14696374771319,73.65769192474602,60.653525445606014,42.49086118666269,83.15967009665289,22.46233988883624,14.754877507118753,-82.52656146699424,0.0134463055511186,6.88861803425104,74.67974489957754,113.93181359584202,-132.81347209117797,-239.0067928896444,-41.64328671975547,-1.7617553273990003,-32.5024295365352,-52.334734833603285
14.375766940916956,73.08313622247354,35.813582811985654,93.4889903492676,41.10176960174645,44.5054072304708,-1.315959924310722,-31.99983608756264,-55.82923183234016,55.865086829988535,14.806982844757371,34.67486383053425,72.60964272329568,42.69227466126785,26.40140082126252,-85.09864895292395,-74.36494991434263,-62.07460999539892,13.217103974901608,48.40191848991082,169.97303783803147,55.548314056335535,-14.124518947701102,-45.9288515450266,100.88388911005238,92.91715262932487,70.08357997712841,59.05798898566584,100.5211888355643,45.8375852273138,39.58736079533983,-31.51594781867143,14.552181655556817,17.25086050065683,88.60914066042675,122.5204926736466,-113.10643041616808,-216.20575936085075,-17.00681113102999,5.188907780934878,-25.890122125954367,-44.207601413819454
43.17992718944613,90.37316107860543,33.906560073870736,92.7471644397822,44.22287848187992,44.47064616307888,-9.170605510754996,-30.18800229088413,-37.80918712313873,88.86332939095864,15.93775957192012,44.3790736658798,84.6798540589761,53.018652401143605,29.165944858705263,-79.07917390588887,-65.46392416390276,-54.83601434641494,14.35165572094726,49.57218833476369,167.52586776175366,49.67065542344413,-22.923828529626924,-60.40903245123036,112.21187538594064,104.06568501706847,69.53549894375,68.37170376242584,112.64477248553462,69.39183156551053,63.191530575443714,14.860711141620811,21.737779707265123,21.05347223624421,103.93922747290486,124.61335489489215,-103.617445141233,-195.25019379236187,-1.170892172539347,3.602189500989239,-24.117116839681422,-40.67790272398531
68.61355874355034,103.38312196780956,28.487256607389877,88.40812739792526,43.21614421156648,44.32451726413717,-18.40514596615405,-23.14747789184406,-11.276793221516186,118.43348390020738,16.451714466429774,49.35587431328889,89.28320975742169,62.90490001127351,29.773590326724573,-75.66464093679757,-56.048028179963936,-46.619888404315965,14.188997808744084,50.69869631954249,156.1474098765279,40.93892611751684,-31.9781293837572,-73.87668867503884,113.16987083001284,108.75446691500038,62.482190692163904,69.37868524356551,113.78463782891386,87.09056064000458,75.51285775647823,46.301288185299896,25.55874685252235,21.73647767610096,123.18697221394834,124.82861641742178,-102.18842285346372,-176.1446045303677,6.033062324836692,-6.995047709490468,-24.61065851949648,-39.223184870577896
91.83242221205045,111.25065675414388,23.147696138924687,82.82857162404589,41.99024284695551,48.66570872831744,-26.526556098917005,-15.051059640368573,20.88287611250299,146.00221286834972,16.77916890326,54.43115321841738,87.62350738706083,73.75880076767962,29.270410251728435,-76.95640573174984,-52.16971065247205,-43.120484065402586,13.552990516206744,52.53863818100961,143.883467982853,32.58161281926087,-37.94975214499582,-81.19362608554103,105.75702935926276,109.10116781315052,53.48192716217545,65.87025713901535,107.3247335096626,92.96057834856862,66.2086802497545,66.30357327145248,26.03643550952266,24.898169059849952,144.10078266632016,125.86039583356909,-102.89542393744604,-159.41286101149063,10.764042975308318,-20.12705647350903,-23.80043523055997,-37.16739946151423
111.39202322808418,112.20233070074303,18.107325129212292,74.21839421168563,39.61416748780599,59.54707188763103,-31.77165447328501,-8.768061871079063,47.27502366410259,170.40645169620151,15.049160895575415,59.88047257266635,80.56735022250594,82.24700475752535,26.59264642258789,-83.72605784768355,-55.50796489272207,-47.442908259467735,11.898873996072066,52.79584806393023,136.64332633752957,27.6582558469912,-38.82218271996642,-80.03161643176632,92.48069243992778,105.26825967339352,42.459071225610245,61.669200202362816,99.36151286230262,83.02919163752085,34.22638811729226,76.47280984767025,23.14312400707258,31.62794070920769,160.98729790914155,127.4515033014687,-101.71353399766332,-145.19144495419334,18.669550195880195,-27.667068358048315,-20.56206923838839,-34.161146166505134
122.13046573987162,107.3675242234684,11.629344144353604,63.9984513660082,34.82678394311054,71.2618620307932,-33.840158631986654,-4.172375592205697,62.4544320007326,188.25323376423825,9.629543636570274,59.53678954538165,68.60962615205935,88.16194329414911,20.963741548957746,-91.44220493821838,-61.35246636635467,-54.69489803582016,8.86823822981398,50.099589711436,131.93623188277837,25.10789188964375,-35.81510602694319,-72.44391121434191,73.1272466675862,96.08159755410638,27.501789984227223,57.94777179143616,85.76294465036081,60.74447624097552,-6.034588463874851,76.86332002115584,21.49651311336821,40.515603782748414,172.0838284493153,129.88416120434945,-94.981309525877,-127.57942560438164,32.86140021092678,-25.390381786109177,-14.887823345215246,-29.80087284431608
120.61431286679064,100.59031761164624,2.1837216780085718,56.04579870252808,28.363784905111,77.19462616267852,-32.77957655225063,-0.0929283843624674,70.9897976366891,195.41426569341647,1.12902184096544,47.8800228398775,52.75970097316179,93.96979116291588,13.551214875547169,-92.69767795633808,-64.12427643200363,-58.16846925238909,5.401837590769733,45.80107837009934,123.9902557043534,22.766075889069533,-30.61538892786979,-61.73830419005356,43.9440705375644,76.68684370970546,12.23672664818679,55.27189022217424,55.107124666420425,36.89544002076519,-35.499722848417086,70.70018276289255,26.71997566105645,51.28289092538972,182.5475466369652,134.98848155530646,-76.62319005720411,-97.0003881512136,54.98842094117991,-13.195788098474647,-5.990430925046466,-22.17557836365314
109.74778793187753,94.4533757856098,-8.097823409300325,52.06541072267306,22.26471955380033,78.59933044838976,-27.4807284110174,4.755512105287976,75.5027260922421,187.2450307010073,-6.625957239340443,32.23625497724613,35.120351554393686,98.94683173807204,7.813755191079905,-83.76425853214421,-62.01757238489436,-56.98589403144973,3.156658332163637,41.22153244351264,113.19910885404022,23.659636425232534,-21.164659591427984,-47.08298801105841,1.1267438128594784,39.85136970562554,6.898586748743749,55.16149405963203,2.8167153986012763,19.89115661974946,-44.74120966800998,59.89827796392481,40.358918043118734,66.44439265632047,199.3417753061807,145.45328571389348,-41.64838144580276,-51.52579644436836,84.0584667954002,5.546896271814323,6.436080656001345,-10.808679633075316
96.91159046318252,88.3228392182728,-14.65160332208818,50.75579086805602,18.39314101062999,80.20677708754354,-17.683045489493473,11.45422236672534,71.83656626561213,162.90678903842868,-8.28682969745041,28.15404445789584,20.20390904299862,100.01983726179763,7.064240410242951,-69.7654735980859,-56.77835781681123,-54.22217656401594,3.26006415753526,37.108477628427096,104.33701134540966,30.84176514161324,-6.625598530626252,-27.421786676290868,-51.66766569397899,-15.13973225097664,16.687013275577616,56.00675478678473,-57.929392591345454,9.356722111981616,-35.77481853554256,42.3814056848031,59.53240105730484,89.5743615203267,226.37045569562247,163.59529638460157,8.32750615066908,1.365931732054644,115.94031274375372,24.630854111121987,20.60771839596782,1.6900242424386975
86.69481064487682,80.0475445051475,-17.36795291723156,49.293092411006455,16.18103100855303,84.4909226966543,-6.553503129199475,19.01528868924173,56.28020383970591,129.42810977226887,-0.6887015981530239,36.65953725217536,12.948256576534144,95.86339197136068,10.834938783541258,-60.50225305475929,-51.05699196988153,-51.008317598527576,5.071883482053101,35.0646617213248,96.09634199800595,37.35025871319606,5.5861268747051005,-9.59453371699161,-99.54374831652886,-77.78956514765,30.2975499378559,49.48074305461788,-98.75449742516382,4.084892966861078,-16.286998954751326,14.635990477165622,78.78705407710893,117.16089726262072,261.565092134515,187.7595409321133,65.97399553795364,54.00034005879805,144.53428348258248,39.795569444373456,33.07752425665456,12.263493334379252
74.86665845370517,67.3770366080474,-20.396928613138417,45.99793773390644,14.528178413282893,90.76936442274754,1.5371116781965122,23.780403889291428,32.17850544766809,94.09471085097154,15.09182970196955,43.48590888673144,13.445893792426087,88.44423905498162,14.85957793070432,-57.1991346787064,-44.9440444638002,-45.94448861885387,6.400690206298876,35.45647904598925,81.8227750910421,33.50343108770532,7.308781495847906,-2.4901510126669275,-124.51690762951417,-127.65985694925372,26.401507721127764,27.5040498930981,-97.29949264438444,8.953242336554466,3.783915865801112,-21.49727796837985,93.73632367402824,139.96387440344594,295.6887500423428,212.0403581370039,125.6024728400812,103.41946101206584,163.6500574167406,50.55248982890312,40.89297871348074,19.62126874965981
