SEEG FLL01,SEEG FLL02,SEEG FLL03,SEEG FLL04,SEEG FLL05,SEEG FLL06,SEEG FLR01,SEEG FLR02,SEEG FLR03,SEEG FLR04,SEEG FLR05,SEEG FLR06,SEEG FLR07,SEEG FLR08,SEEG FPL01,SEEG FPL02,SEEG FPL03,SEEG FPL04,SEEG FPL05,SEEG FPL06,SEEG FPL07,SEEG FPL08,SEEG FPR01,SEEG FPR02,SEEG FPR03,SEEG FPR04,SEEG FPR05,SEEG FPR06,SEEG FPR07,SEEG FPR08,SEEG TBAL1,SEEG TBAL2,SEEG TBAL3,SEEG TBAL4,SEEG TBAR1,SEEG TBAR2,SEEG TBAR3,SEEG TBAR4,SEEG TBPL1,SEEG TBPL2,SEEG TBPL3,SEEG TBPL4,SEEG TBPR1,SEEG TBPR2,SEEG TBPR3,SEEG TBPR4,SEEG TL01,SEEG TL02,SEEG TL03,SEEG TL04,SEEG TL05,SEEG TL06,SEEG TL07,SEEG TL08,SEEG TL09,SEEG TL10,SEEG TLL01,SEEG TLL02,SEEG TLL03,SEEG TLL04,SEEG TLR01,SEEG TLR02,SEEG TLR03,SEEG TLR04,SEEG TR01,SEEG TR02,SEEG TR03,SEEG TR04,SEEG TR05,SEEG TR06,SEEG TR07,SEEG TR08,SEEG TR09,SEEG TR10
-57.76376230773843,41.93494730728976,29.93381063227884,27.037938011950075,31.525856366634503,-6.952780758930239,-53.89273166487763,265.5012040261592,145.03161854590132,39.0124141340682,34.92596534243404,-155.50506424791072,-110.162822203459,10.66487304660305,49.47351791415443,41.03609388659544,24.896172210625792,-7.973019882053779,11.683578860524646,-112.45455754820108,-87.3088513891874,-29.97039209069361,48.77236163552831,135.15541830011767,93.85177715161944,72.76062432953202,41.17199053326237,21.43282764390828,71.58058257128488,42.54050017841191,71.18767649793837,-23.854263921586337,93.84898464460466,114.5412477344748,274.50317849370487,200.8658828854834,206.38189241546212,354.8746942870017,96.4555936059298,80.85970731292319,69.5549424562712,6.515534313517105,-167.74216920702673,403.9930197818763,267.2874887888008,213.2732075592393,94.72168494845002,74.74500594115946,121.83449668468197,110.88130966810031,118.0371033970338,166.97792024394266,143.80880854930518,71.87547557241143,16.30134609350237,-92.06612250603423,2.9207452345690443,43.18387722050564,137.89303191930122,73.04946920356642,-120.3979273961559,-126.38770360114007,81.12181035439555,173.49452978809728,180.7283842013013,68.6404214663748,-388.2918805011925,-884.6876645835231,-654.2886888878048,-537.6493482615825,-583.1006913109054,-520.6075001784855,-418.1195938951001,-197.3179514123042
-47.25871179459221,36.86816680850709,22.717339774008234,29.90962631269268,35.06805894027095,0.0828346658800702,-105.6819774232229,235.8228855364831,128.6674536992406,25.193830930034792,19.476776073486047,-157.86468180328478,-127.679358249525,23.084595230439536,46.18198582856881,35.36171604745574,19.586700663412824,-17.544915883381286,1.0861554489861287,-122.02659970434284,-96.74836272063352,-27.45168836984429,55.28568923799809,133.65820105466966,90.59919910305,65.60656298493254,37.99078395447621,25.486884657144373,70.16278681753322,46.52805649220646,78.71282097494725,-27.62698058407784,103.02676318253232,124.32687963779678,255.7249312819634,175.6308150701226,167.72696592103787,331.3601662284271,91.08766823230764,83.7825696314072,69.13978137065772,0.8675818614644226,-172.65393893742035,391.1245723718598,222.57049221773548,150.20740275832728,107.74293087428292,86.46287906175219,123.4763411404488,106.74743613646037,106.65694752785312,171.1521951269324,162.8143416129194,80.31553295619784,17.61295541506411,-93.28900658496124,37.00850144715294,54.50203856951896,120.48207805475926,77.57119803537462,-85.73941359760603,-59.72591399876695,165.86553008117636,226.55113697364655,146.31039584954567,29.322683594558,-445.0804213441776,-943.246875573437,-699.1140178132284,-572.0507227318585,-610.8022221657936,-536.8580249205907,-420.70283385916366,-178.96243305372553
-31.728270198281557,31.18657886669463,20.36101617709189,27.57325915938149,38.47462169404149,6.976583768456611,-146.34801582369184,218.8687941007462,121.42605188679912,18.994226114687105,11.900527658801655,-153.27256588388576,-135.20919854432086,42.26231359448868,46.44056307042401,31.642139387272877,16.795679170677367,-22.05269038895688,-4.621176807523131,-125.52243360813988,-98.87956275387349,-20.28943958638881,64.90687988862521,138.56569263293764,93.57597760902136,64.89669369182741,42.05906866075189,35.70177439018034,72.48466608066339,52.52809365433154,88.67625558978526,-24.662368977655657,120.92644545423302,141.96950889597014,232.09720810398872,139.38502921044608,99.67817147785546,269.3141541282194,94.49227129976369,95.55243259662936,77.386694195239,3.781498143279184,-184.23450236036652,356.6673951254341,135.60355630449808,18.20681820432365,123.12464066554598,101.96452712842796,128.36660751777472,106.6719682414255,97.4465219828412,177.56558755974058,178.04303440673073,89.35735059378182,22.43401489214312,-94.64475492520832,62.26247336995497,61.94021207827664,106.1023729793119,90.20326049822452,-48.18440144210431,9.14927405423966,245.66514916520163,203.01842905654263,101.62111341680288,-20.871936407500275,-514.8806991471713,-1008.2609991706864,-751.311005603602,-610.9231773136545,-640.3436600590255,-556.0681848620266,-426.7562721442924,-165.3289879234192
-16.265833324281818,26.28785026972536,18.21140511489777,22.31867047891647,40.20051466243355,8.176413925687417,-166.7620110048891,216.8952282870425,129.64620917306527,24.81138177958339,15.157238116220023,-138.775325705482,-132.33061619965898,66.7125895389039,50.73782093653971,30.868500338076945,17.69687893826626,-23.430305319017585,-5.703484041256037,-124.45878447781725,-96.31390155545328,-10.299534019650778,80.43164724564977,152.19868120801965,105.9480971208322,74.03056605709952,58.05645077791691,54.91130119540194,77.92088155099047,59.77124835770536,94.27154664696845,-27.53940156761956,132.61857314714933,151.57949197980273,206.9430786634473,101.42968191534304,13.42514504403989,184.47944090730303,96.25154467111304,102.79346639288867,79.59043870782682,5.303927892554318,-202.94828830163303,303.37698148101947,33.47304098782704,-86.8137610575788,127.36581472787032,109.70472679529536,128.8902576341634,103.0618377832597,86.02560328596078,176.90963187367296,181.38722328357088,91.18432625468044,22.603003079587463,-96.4529485003717,83.90291684786521,61.56641732069748,91.2824991260116,101.1185764173769,-29.586319272145957,52.6497789365074,321.7239758531755,98.44035961990689,34.76801478264205,-94.09411731248288,-590.6349943296373,-1069.7022328452024,-801.4505467275916,-648.5764757876772,-669.2841685923551,-575.4989096219175,-435.28944271355664,-159.95460788636538
-2.4758567509607574,26.649863840374177,13.787317424304614,18.424428773957448,43.03275683524392,5.721501843043442,-158.51402904909585,227.5028982842961,151.5107453836402,42.27225976616351,27.95349011227913,-114.82835624444066,-120.00036003328005,92.3180547855853,57.101516808180456,32.360752886260855,22.016386374464155,-23.66929525450973,-3.6125508849439543,-118.90827168922912,-94.45469018109084,-0.0175992256066131,104.99940638771308,173.93046693411105,127.36024516399962,91.68470023593424,82.39431123103451,80.37173142503222,84.20360881515779,66.35448009106364,96.27362460957842,-37.04796143444505,131.1558627713393,145.4781783199471,182.69379122468263,74.14634030189748,-80.57806198925225,85.42365330899912,91.525477299636,97.74302638592978,68.80002635015848,-4.265311619455746,-225.09962713918776,241.41905421840767,-68.01843485662127,-158.30159981755602,120.4760737989124,107.965519004666,124.08748140472792,95.73624386699106,71.65601854474251,166.94726742398674,173.09420608451674,85.81613700429907,16.172816039033254,-98.13438482988022,103.01160216210434,55.89473278529667,72.43385796605585,100.55326864614646,-33.95525488198233,65.24677374966232,396.7201217804347,-39.250618714144885,-65.08791772309985,-190.03851401025264,-675.5836269835975,-1135.606948169061,-848.5699907820515,-682.7245243105456,-696.8771025797257,-591.5851159238936,-441.8336176572543,-158.71472405442356
9.926561067440838,32.86432027862677,11.545315601377432,16.951509296329085,50.16315122492355,6.671725779480895,-118.6620163674264,249.96353893491963,177.88331636124096,63.70810938211008,41.84530481006758,-89.86601881415211,-103.37594925980244,113.10529914661082,62.77983052025884,33.49205683084095,27.60023257058616,-22.162687284267136,0.9107588687504348,-109.88870271160371,-95.70708676355402,8.99687862649696,135.45181506758732,198.3263414149656,151.02406955363713,110.3961622366417,105.16271713445242,104.0729943542092,87.56030603287289,68.51102666701375,99.5895310617116,-46.63967466490352,120.11283822742818,128.94205614895284,160.11887734076006,71.63222063904935,-171.36082540630284,-22.221996560847977,82.49503015424528,81.89449965203443,50.922821487110376,-23.568824970787613,-244.4344493308093,186.30823677210137,-173.9706526060626,-283.3357949354807,113.88252337461128,103.78284869745974,118.38305307439356,89.90940739544043,58.2561428494031,154.07171309876645,161.1722384576356,79.0223537732752,7.614502488342779,-99.38616548084774,115.89824156530004,48.25662851077088,50.303318959471305,90.85054838430396,-50.0045441885769,56.03011074883875,437.5342673101412,-164.03803345146196,-177.03488053083188,-278.8391726201983,-769.6726668770294,-1221.3184750841774,-904.9078645188875,-718.4765398548548,-725.8379926356184,-608.6857654238719,-448.8563487888154,-159.6974798134513
19.44552546843313,39.30303025414301,14.595439016935398,16.631629042552365,60.05068259970081,13.606804133801912,-47.99702750485944,288.46386628407737,203.6057088422729,81.04949940116555,47.113858721988144,-75.3346240401996,-91.32597914959156,122.61058379499036,66.48882505176616,32.37102991166943,31.52565252626706,-17.62332194259562,7.019791505641635,-100.67839639385708,-98.0053114179664,15.887602810598624,161.30415598741385,217.348771385002,168.1924838590709,122.50234413024732,119.13128574901457,117.73060369463964,84.14148542566348,62.837675872749,102.65126678955131,-52.59816717317448,103.41549938165218,110.32193999171564,145.1420952752367,111.31989267838212,-240.2903180522845,-120.68682615980836,73.27462706867581,60.83519971320331,34.62914827252452,-44.402134658202826,-255.8955187146484,151.51450357519766,-269.2349773027021,-479.6755249402765,114.97878239865273,101.6351616767944,113.60590147749345,86.83316444267908,48.24072533961069,143.273712929808,150.7978363454012,72.35545388427745,-0.8647684865218802,-100.79102110576922,120.79996998370068,37.853606487728406,26.4416040207059,79.70549371294805,-62.80629261921932,38.37678077506836,414.3716513408668,-255.4478469036501,-256.9513083768996,-322.81242776411466,-851.797068685292,-1304.7956548818715,-970.8887667296582,-759.6699380721574,-755.7714694905267,-631.9975700343363,-461.7796934486941,-165.15380707589398
23.98213880940868,40.86780544678357,19.456193280232284,17.459843686153338,68.13207493222143,21.94896855925529,45.86324467695715,341.5938557263962,231.4315700554067,93.717527060311,41.29881944479205,-74.75111833983087,-88.36807038934906,117.25526918544264,67.44363227744405,29.18708052448712,31.488993174830192,-11.968438487945486,10.791462297471517,-94.2206753863526,-99.3720634008082,20.467071512744955,173.56811790008868,224.06612781332885,173.87101126603446,125.6497746687857,124.66728853004837,118.2802846588369,72.8520775904515,47.55201136903781,102.15655214562294,-50.84415158735006,84.12939059568797,94.62860646027625,144.4231284820555,207.3089451836277,-273.2230148911974,-189.887973936668,67.26570330880162,43.85266992099365,26.1360204597762,-60.28206700622025,-262.64641483093726,141.22784983299832,-318.17364970786275,-612.6408321710624,124.3729634281266,102.86899355989584,110.98771117483906,85.46563369906077,40.89584787539337,135.59104621424805,142.72544223399328,63.87161408618828,-10.861198213258026,-102.62742565926436,120.75539765805476,20.046452735060974,4.240582795399071,70.94880218673755,-65.43018500608255,22.50466453242174,353.4401329371463,-302.46258081399566,-282.79352700158194,-314.59796923567666,-892.3208876649581,-1293.406457398709,-1003.7985653323076,-799.0005463728328,-781.4029965366992,-659.6930266904272,-479.9156295165719,-175.4275085831909
25.08036985396419,35.81954852755387,20.67066228838909,19.19021381459524,72.09389543702197,25.879337057589584,129.37111897642748,383.850340276489,257.8040981612514,102.23958777357852,27.31790168892191,-82.22918327017614,-90.57032336001949,100.27351212275894,63.04822100089898,23.206627383437105,25.529291024525968,-10.81554658407547,6.370131594571629,-92.3860312228893,-101.47926977682113,23.12547477541899,171.3215507353926,213.8642331250836,166.20020750550609,120.48846466988124,126.08912028386628,108.09306882949738,55.92042183762194,22.30559699650169,98.83339676111255,-42.58082340972453,63.27787195971479,79.70589390494436,153.00006175032723,356.1154738707346,-274.10756307348726,-220.58890704611983,60.75111357458065,36.645740202921495,23.037658498920894,-70.43129471890725,-272.04241601319296,156.61428022149104,-311.5640308057192,-533.1120016847757,133.6344589501063,103.81415746703958,109.45351777968489,84.18410576623656,31.57556010098657,127.26253671172522,134.8385668283505,51.901470560795,-24.620711046708315,-104.29843556521556,118.15202965042992,-6.805667092933481,-12.504461263545334,63.843683613744254,-64.22733583437227,9.083707686595234,309.5879963158817,-299.9763728513366,-282.727155026221,-292.9258298444842,-881.2515070791479,-1072.8447766825593,-924.7023425003888,-810.4883229338419,-800.9100660068736,-688.7084864865416,-499.46366544430987,-187.6910869353385
26.804755731820663,26.75813896785783,17.955059524317758,19.376656958874182,73.1403103498098,25.17637704930965,150.76757526061792,377.2395707240965,265.2239770439505,100.07800903802412,7.286956777706133,-91.52225128473266,-91.39215972326492,80.28100073234998,52.15667192277516,12.631505073372663,13.420523600571292,-18.58961768487324,-8.022626076591463,-95.83221654233964,-105.81633260450496,24.72050418484214,159.63176570002074,187.3961041079655,145.81869915053622,107.66498008197416,127.38213524604365,91.24801525502863,36.10076008122544,-10.37662581757284,94.5456095801155,-43.14805107525473,37.65551667471576,58.57361052961181,163.93214864813035,526.4195290038389,-260.5125813909312,-210.6367296686257,44.796102722927856,32.74184706614834,14.021450275988451,-81.17649261921423,-283.78151295760887,200.57278633415945,-276.69950491261824,-254.72595443595625,128.6315711823191,95.34003328722928,102.17256277774732,78.5531371787429,13.127543628469915,110.69455974807455,122.21153253363484,35.39685415860588,-42.71621963646859,-105.54014794917352,109.96814978051496,-33.231903887444965,-27.62286597938783,52.35905352212892,-72.05174262201967,-7.395437063445382,307.82190887551513,-271.58998346275285,-318.532671044616,-320.5695229243344,-849.8280876587736,-643.0015393883108,-688.0080517420128,-749.8791930767243,-807.0866065357089,-718.1388818125188,-521.8015041552726,-202.0088803157508
